UniqueID,MangoNum,TreeInfo,Weight,Flotation,Size,Category
TBLW105T2M61IN,61,T2 Inside,295.0,S,M,E
TBLW105T2M62IN,62,T2 Inside,275.0,F,M,E
TBLW105T2M63IN,63,T2 Inside,264.0,S,M,E
TBLW105T2M64IN,64,T2 Inside,226.0,S,M,E
TBLW105T2M65IN,65,T2 Inside,227.0,S,,R
TBLW105T2M66IN,66,T2 Inside,224.0,F,S,E
TBLW105T2M67IN,67,T2 Inside,219.0,F,S,E
TBLW105T2M68IN,68,T2 Inside,181.0,F,V,
TBLW105T2M69IN,69,T2 Inside,188.0,S,V,
TBLW105T2M70IN,70,T2 Inside,201.0,S,V,
TBLW105T2M71IN,71,T2 Inside,188.0,S,V,R
TBLW105T2M72IN,72,T2 Inside,212.0,S,V,R
TBLW105T2M73IN,73,T2 Inside,202.0,S,V,
TBLW105T2M74IN,74,T2 Inside,157.0,S,,R
TBLW105T2M75IN,75,T2 Inside,163.0,F,,R
TBLW105T2M76TP,76,T2 Top,312.0,F,M,E
TBLW105T2M77TP,77,T2 Top,257.0,S,M,E
TBLW105T2M78TP,78,T2 Top,259.0,S,M,E
TBLW105T2M79TP,79,T2 Top,235.0,S,M,E
TBLW105T2M80TP,80,T2 Top,243.0,S,M,E
TBLW105T2M81TP,81,T2 Top,227.0,S,S,E
TBLW105T2M82TP,82,T2 Top,249.0,S,S,R
TBLW105T2M83TP,83,T2 Top,227.0,S,S,L
TBLW105T2M84TP,84,T2 Top,237.0,S,,R
TBLW105T2M85TP,85,T2 Top,225.0,S,,R
TBLW105T2M86TP,86,T2 Top,241.0,S,,R
TBLW105T2M87TP,87,T2 Top,205.0,S,V,
TBLW105T2M88TP,88,T2 Top,253.0,S,,R
TBLW105T2M89TP,89,T2 Top,213.0,S,,R
TBLW105T2M90TP,90,T2 Top,182.0,F,,R
TBLW105T3M91OT,91,T3 Out,292.0,F,L,E
TBLW105T3M92OT,92,T3 Out,274.0,F,M,E
TBLW105T3M93OT,93,T3 Out,263.0,F,M,E
TBLW105T3M94OT,94,T3 Out,261.0,S,M,E
TBLW105T3M95OT,95,T3 Out,241.0,S,M,E
TBLW105T3M96OT,96,T3 Out,216.0,F,S,E
TBLW105T3M97OT,97,T3 Out,220.0,F,S,E
TBLW105T3M98OT,98,T3 Out,203.0,S,V,
TBLW105T3M99OT,99,T3 Out,202.0,S,V,
TBLW105T3M100OT,100,T3 Out,209.0,S,V,
TBLW105T3M101OT,101,T3 Out,223.0,S,S,E
TBLW105T3M102OT,102,T3 Out,313.0,F,,R
TBLW105T3M103OT,103,T3 Out,303.0,S,,R
TBLW105T3M104OT,104,T3 Out,143.0,S,,R
TBLW105T3M105OT,105,T3 Out,164.0,S,,R
TBLW105T3M106IN,106,T3 Inside,315.0,F,M,E
TBLW105T3M107IN,107,T3 Inside,287.0,F,M,E
TBLW105T3M108IN,108,T3 Inside,301.0,F,M,E
TBLW105T3M109IN,109,T3 Inside,300.0,S,M,E
TBLW105T3M110IN,110,T3 Inside,272.0,S,M,E
TBLW105T3M111IN,111,T3 Inside,259.0,F,M,E
TBLW105T3M112IN,112,T3 Inside,274.0,F,S,E
TBLW105T3M113IN,113,T3 Inside,224.0,F,S,E
TBLW105T3M114IN,114,T3 Inside,239.0,F,S,E
TBLW105T3M115IN,115,T3 Inside,187.0,F,V,
TBLW105T3M116IN,116,T3 Inside,194.0,S,,R
TBLW105T3M117IN,117,T3 Inside,269.0,F,,R
TBLW105T3M118IN,118,T3 Inside,250.0,S,,R
TBLW105T3M119IN,119,T3 Inside,195.0,F,V,
TBLW105T3M120IN,120,T3 Inside,158.0,F,,R
TBLW105T3M121TP,121,T3 Top,274.0,F,M,E
TBLW105T3M122TP,122,T3 Top,298.0,S,M,E
TBLW105T3M123TP,123,T3 Top,343.0,S,L,E
TBLW105T3M124TP,124,T3 Top,305.0,F,M,E
TBLW105T3M125TP,125,T3 Top,269.0,F,M,E
TBLW105T3M126TP,126,T3 Top,269.0,S,M,E
TBLW105T3M127TP,127,T3 Top,313.0,S,M,E
TBLW105T3M128TP,128,T3 Top,284.0,S,S,E
TBLW105T3M129TP,129,T3 Top,243.0,F,S,E
TBLW105T3M130TP,130,T3 Top,272.0,F,S,E
TBLW105T3M131TP,131,T3 Top,358.0,F,S,E
TBLW105T3M132TP,132,T3 Top,285.0,F,,R
TBLW105T3M133TP,133,T3 Top,277.0,F,,R
TBLW105T3M134TP,134,T3 Top,244.0,F,,R
TBLW105T3M135TP,135,T3 Top,283.0,S,,R
TBLW109T1M01OT,1,T1 Out,312.0,S,L,E
TBLW109T1M02OT,2,T1 Out,289.0,S,L,E
TBLW109T1M03OT,3,T1 Out,270.0,S,L,E
TBLW109T1M04OT,4,T1 Out,236.0,S,M,E
TBLW109T1M05OT,5,T1 Out,263.0,S,M,E
TBLW109T1M06OT,6,T1 Out,267.0,S,S,E
TBLW109T1M07OT,7,T1 Out,252.0,F,S,E
TBLW109T1M08OT,8,T1 Out,235.0,F,S,E
TBLW109T1M09OT,9,T1 Out,221.0,S,V,
TBLW109T1M10OT,10,T1 Out,216.0,F,V,
TBLW109T1M11OT,11,T1 Out,246.0,S,V,
TBLW109T1M12OT,12,T1 Out,232.0,S,V,
TBLW109T1M13OT,13,T1 Out,223.0,S,V,
TBLW109T1M14OT,14,T1 Out,208.0,S,V,
TBLW109T1M15OT,15,T1 Out,277.0,S,R,
TBLW109T1M16IN,16,T1 Inside,287.0,S,L,E
TBLW109T1M17IN,17,T1 Inside,310.0,F,L,E
TBLW109T1M18IN,18,T1 Inside,307.0,S,L,E
TBLW109T1M19IN,19,T1 Inside,278.0,S,M,E
TBLW109T1M20IN,20,T1 Inside,264.0,S,M,E
TBLW109T1M21IN,21,T1 Inside,287.0,S,M,E
TBLW109T1M22IN,22,T1 Inside,283.0,F,M,E
TBLW109T1M23IN,23,T1 Inside,277.0,S,M,E
TBLW109T1M24IN,24,T1 Inside,259.0,S,M,E
TBLW109T1M25IN,25,T1 Inside,239.0,F,S,E
TBLW109T1M26IN,26,T1 Inside,238.0,S,S,E
TBLW109T1M27IN,27,T1 Inside,279.0,S,S,E
TBLW109T1M28IN,28,T1 Inside,231.0,F,V,
TBLW109T1M29IN,29,T1 Inside,258.0,F,S,
TBLW109T1M30IN,30,T1 Inside,310.0,S,R,
TBLW109T1M31TP,31,T1 Top,289.0,F,L,E
TBLW109T1M32TP,32,T1 Top,295.0,S,R,
TBLW109T1M33TP,33,T1 Top,320.0,S,L,E
TBLW109T1M34TP,34,T1 Top,331.0,F,L,E
TBLW109T1M35TP,35,T1 Top,296.0,S,R,
TBLW109T1M36TP,36,T1 Top,289.0,S,M,E
TBLW109T1M37TP,37,T1 Top,205.0,F,V,
TBLW109T1M38TP,38,T1 Top,287.0,S,R,
TBLW109T1M39TP,39,T1 Top,321.0,S,w,
TBLW109T1M40TP,40,T1 Top,294.0,S,R,
TBLW109T1M41TP,41,T1 Top,213.0,F,V,
TBLW109T1M42TP,42,T1 Top,314.0,S,L,E
TBLW109T1M43TP,43,T1 Top,327.0,F,L,E
TBLW109T1M44TP,44,T1 Top,303.0,S,L,E
TBLW109T1M45TP,45,T1 Top,294.0,F,R,
TBLW109T2M46OT,46,T2 Out,316.0,F,L,E
TBLW109T2M47OT,47,T2 Out,289.0,F,L,E
TBLW109T2M48OT,48,T2 Out,284.0,F,L,E
TBLW109T2M49OT,49,T2 Out,275.0,S,M,E
TBLW109T2M50OT,50,T2 Out,266.0,S,M,E
TBLW109T2M51OT,51,T2 Out,260.0,F,M,E
TBLW109T2M52OT,52,T2 Out,252.0,S,M,E
TBLW109T2M53OT,53,T2 Out,274.0,S,M,E
TBLW109T2M54OT,54,T2 Out,275.0,F,M,E
TBLW109T2M55OT,55,T2 Out,239.0,S,S,E
TBLW109T2M56OT,56,T2 Out,228.0,S,S,E
TBLW109T2M57OT,57,T2 Out,226.0,F,V,
TBLW109T2M58OT,58,T2 Out,239.0,S,V,
TBLW109T2M59OT,59,T2 Out,184.0,S,R,
TBLW109T2M60OT,60,T2 Out,182.0,F,R,
TBLW109T2M61IN,61,T2 Inside,267.0,S,L,E
TBLW109T2M62IN,62,T2 Inside,239.0,S,M,E
TBLW109T2M63IN,63,T2 Inside,258.0,S,M,E
TBLW109T2M64IN,64,T2 Inside,200.0,S,S,E
TBLW109T2M65IN,65,T2 Inside,216.0,F,S,E
TBLW109T2M66IN,66,T2 Inside,250.0,S,S,E
TBLW109T2M67IN,67,T2 Inside,232.0,S,V,
TBLW109T2M68IN,68,T2 Inside,202.0,S,V,
TBLW109T2M69IN,69,T2 Inside,193.0,S,V,
TBLW109T2M70IN,70,T2 Inside,190.0,F,V,
TBLW109T2M71IN,71,T2 Inside,208.0,S,V,
TBLW109T2M72IN,72,T2 Inside,186.0,S,R,
TBLW109T2M73IN,73,T2 Inside,189.0,S,R,
TBLW109T2M74IN,74,T2 Inside,176.0,S,B,L
TBLW109T2M75IN,75,T2 Inside,188.0,S,B,L
TBLW109T2M76TP,76,T2 Top,300.0,S,L,E
TBLW109T2M77TP,77,T2 Top,269.0,S,L,E
TBLW109T2M78TP,78,T2 Top,268.0,S,M,E
TBLW109T2M79TP,79,T2 Top,276.0,S,M,E
TBLW109T2M80TP,80,T2 Top,236.0,S,R,
TBLW109T2M81TP,81,T2 Top,226.0,F,S,E
TBLW109T2M82TP,82,T2 Top,221.0,F,S,E
TBLW109T2M83TP,83,T2 Top,269.0,S,R,
TBLW109T2M84TP,84,T2 Top,264.0,S,R,
TBLW109T2M85TP,85,T2 Top,194.0,F,V,
TBLW109T2M86TP,86,T2 Top,220.0,S,S,E
TBLW109T2M87TP,87,T2 Top,232.0,S,V,
TBLW109T2M88TP,88,T2 Top,232.0,S,R,
TBLW109T2M89TP,89,T2 Top,210.0,S,R,
TBLW109T2M90TP,90,T2 Top,186.0,S,B,L
TBLW109T3M91OT,91,T3 Out,323.0,F,L,E
TBLW109T3M92OT,92,T3 Out,267.0,F,L,E
TBLW109T3M93OT,93,T3 Out,257.0,F,L,E
TBLW109T3M94OT,94,T3 Out,286.0,F,M,R
TBLW109T3M95OT,95,T3 Out,236.0,S,M,E
TBLW109T3M96OT,96,T3 Out,248.0,F,M,R
TBLW109T3M97OT,97,T3 Out,264.0,S,S,E
TBLW109T3M98OT,98,T3 Out,231.0,F,S,E
TBLW109T3M99OT,99,T3 Out,229.0,F,S,E
TBLW109T3M100OT,100,T3 Out,193.0,F,V,
TBLW109T3M101OT,101,T3 Out,216.0,F,V,
TBLW109T3M102OT,102,T3 Out,173.0,S,V,
TBLW109T3M103OT,103,T3 Out,187.0,F,V,
TBLW109T3M104OT,104,T3 Out,181.0,S,R,
TBLW109T3M105OT,105,T3 Out,159.0,S,R,
TBLW109T3M106IN,106,T3 Inside,286.0,F,L,E
TBLW109T3M107IN,107,T3 Inside,283.0,F,L,E
TBLW109T3M108IN,108,T3 Inside,257.0,S,L,E
TBLW109T3M109IN,109,T3 Inside,254.0,F,M,E
TBLW109T3M110IN,110,T3 Inside,257.0,S,M,E
TBLW109T3M111IN,111,T3 Inside,253.0,S,M,E
TBLW109T3M112IN,112,T3 Inside,237.0,S,S,E
TBLW109T3M113IN,113,T3 Inside,254.0,S,S,E
TBLW109T3M114IN,114,T3 Inside,219.0,F,S,E
TBLW109T3M115IN,115,T3 Inside,205.0,F,V,
TBLW109T3M116IN,116,T3 Inside,200.0,S,V,
TBLW109T3M117IN,117,T3 Inside,224.0,F,V,
TBLW109T3M118IN,118,T3 Inside,276.0,F,R,
TBLW109T3M119IN,119,T3 Inside,197.0,F,B,L
TBLW109T3M120IN,120,T3 Inside,200.0,F,B,L
TBLW109T3M121TP,121,T3 Top,235.0,F,L,E
TBLW109T3M122TP,122,T3 Top,256.0,S,L,E
TBLW109T3M123TP,123,T3 Top,249.0,S,M,E
TBLW109T3M124TP,124,T3 Top,237.0,S,M,R
TBLW109T3M125TP,125,T3 Top,238.0,S,S,E
TBLW109T3M126TP,126,T3 Top,220.0,S,S,E
TBLW109T3M127TP,127,T3 Top,218.0,F,S,E
TBLW109T3M128TP,128,T3 Top,249.0,F,S,E
TBLW109T3M129TP,129,T3 Top,219.0,S,V,
TBLW109T3M130TP,130,T3 Top,201.0,S,V,
TBLW109T3M131TP,131,T3 Top,195.0,F,V,
TBLW109T3M132TP,132,T3 Top,182.0,F,V,
TBLW109T3M133TP,133,T3 Top,175.0,F,V,
TBLW109T3M134TP,134,T3 Top,168.0,S,B,L
TBLW109T3M135TP,135,T3 Top,144.0,F,B,L
GBUP115T1M01OT,1,T1 Out,193.0,F,S,E
GBUP115T1M02OT,2,T1 Out,232.0,F,M,E
GBUP115T1M03OT,3,T1 Out,162.0,F,S,E
GBUP115T1M04OT,4,T1 Out,220.0,F,S,E
GBUP115T1M05OT,5,T1 Out,181.0,F,S,E
GBUP115T1M06OT,6,T1 Out,248.0,F,M,E
GBUP115T1M07OT,7,T1 Out,239.0,S,M,E
GBUP115T1M08OT,8,T1 Out,233.0,F,M,E
GBUP115T1M09OT,9,T1 Out,255.0,F,M,E
GBUP115T1M10OT,10,T1 Out,175.0,S,S,E
GBUP115T1M11OT,11,T1 Out,85.0,F,R,R
GBUP115T1M12OT,12,T1 Out,229.0,S,S,L
GBUP115T1M13OT,13,T1 Out,165.0,S,S,E
GBUP115T1M14OT,14,T1 Out,223.0,F,R,R
GBUP115T1M15OT,15,T1 Out,220.0,F,S,L
GBUP115T1M16IN,16,T1 Inside,260.0,S,L,E
GBUP115T1M17IN,17,T1 Inside,192.0,F,M,E
GBUP115T1M18IN,18,T1 Inside,225.0,F,M,E
GBUP115T1M19IN,19,T1 Inside,342.0,F,L,E
GBUP115T1M20IN,20,T1 Inside,264.0,S,M,E
GBUP115T1M21IN,21,T1 Inside,265.0,F,L,E
GBUP115T1M22IN,22,T1 Inside,120.0,F,S,L
GBUP115T1M23IN,23,T1 Inside,273.0,F,M,E
GBUP115T1M24IN,24,T1 Inside,308.0,F,L,E
GBUP115T1M25IN,25,T1 Inside,247.0,S,M,E
GBUP115T1M26IN,26,T1 Inside,113.0,S,S,L
GBUP115T1M27IN,27,T1 Inside,258.0,F,M,E
GBUP115T1M28IN,28,T1 Inside,183.0,F,R,R
GBUP115T1M29IN,29,T1 Inside,179.0,F,S,L
GBUP115T1M30IN,30,T1 Inside,108.0,F,R,R
GBUP115T1M31TP,31,T1 Top,196.0,F,S,E
GBUP115T1M32TP,32,T1 Top,231.0,F,M,E
GBUP115T1M33TP,33,T1 Top,149.0,F,S,E
GBUP115T1M34TP,34,T1 Top,208.0,F,R,R
GBUP115T1M35TP,35,T1 Top,257.0,S,M,E
GBUP115T1M36TP,36,T1 Top,240.0,F,M,E
GBUP115T1M37TP,37,T1 Top,201.0,S,S,E
GBUP115T1M38TP,38,T1 Top,288.0,F,L,E
GBUP115T1M39TP,39,T1 Top,278.0,F,R,R
GBUP115T1M40TP,40,T1 Top,230.0,S,M,E
GBUP115T1M41TP,41,T1 Top,84.0,S,S,L
GBUP115T1M42TP,42,T1 Top,270.0,F,M,E
GBUP115T1M43TP,43,T1 Top,240.0,S,M,L
GBUP115T1M44TP,44,T1 Top,236.0,F,M,E
GBUP115T1M45TP,45,T1 Top,224.0,F,M,E
GBUP115T2M46OT,46,T2 Out,244.0,F,M,E
GBUP115T2M47OT,47,T2 Out,238.0,F,M,E
GBUP115T2M48OT,48,T2 Out,270.0,F,M,E
GBUP115T2M49OT,49,T2 Out,153.0,F,S,L
GBUP115T2M50OT,50,T2 Out,213.0,F,S,E
GBUP115T2M51OT,51,T2 Out,258.0,F,M,E
GBUP115T2M52OT,52,T2 Out,215.0,S,S,L
GBUP115T2M53OT,53,T2 Out,224.0,F,S,L
GBUP115T2M54OT,54,T2 Out,282.0,F,R,R
GBUP115T2M55OT,55,T2 Out,243.0,F,M,E
GBUP115T2M56OT,56,T2 Out,214.0,F,S,L
GBUP115T2M57OT,57,T2 Out,231.0,F,M,L
GBUP115T2M58OT,58,T2 Out,206.0,F,S,L
GBUP115T2M59OT,59,T2 Out,264.0,F,M,L
GBUP115T2M60OT,60,T2 Out,179.0,F,S,L
GBUP115T2M61IN,61,T2 Inside,176.0,S,R,R
GBUP115T2M62IN,62,T2 Inside,274.0,S,M,E
GBUP115T2M63IN,63,T2 Inside,267.0,F,M,L
GBUP115T2M64IN,64,T2 Inside,217.0,F,R,R
GBUP115T2M65IN,65,T2 Inside,261.0,F,M,E
GBUP115T2M66IN,66,T2 Inside,225.0,S,M,E
GBUP115T2M67IN,67,T2 Inside,189.0,F,S,E
GBUP115T2M68IN,68,T2 Inside,242.0,F,M,E
GBUP115T2M69IN,69,T2 Inside,255.0,F,R,R
GBUP115T2M70IN,70,T2 Inside,188.0,F,R,R
GBUP115T2M71IN,71,T2 Inside,204.0,F,S,E
GBUP115T2M72IN,72,T2 Inside,263.0,F,M,E
GBUP115T2M73IN,73,T2 Inside,220.0,F,M,E
GBUP115T2M74IN,74,T2 Inside,236.0,F,M,E
GBUP115T2M75IN,75,T2 Inside,247.0,F,R,R
GBUP115T2M76TP,76,T2 Top,388.0,F,L,L
GBUP115T2M77TP,77,T2 Top,274.0,S,R,R
GBUP115T2M78TP,78,T2 Top,345.0,F,L,E
GBUP115T2M79TP,79,T2 Top,269.0,F,L,E
GBUP115T2M80TP,80,T2 Top,161.0,S,R,R
GBUP115T2M81TP,81,T2 Top,300.0,F,L,E
GBUP115T2M82TP,82,T2 Top,319.0,F,L,E
GBUP115T2M83TP,83,T2 Top,343.0,F,L,E
GBUP115T2M84TP,84,T2 Top,213.0,F,S,L
GBUP115T2M85TP,85,T2 Top,293.0,S,M,L
GBUP115T2M86TP,86,T2 Top,221.0,S,R,R
GBUP115T2M87TP,87,T2 Top,269.0,F,R,R
GBUP115T2M88TP,88,T2 Top,216.0,F,R,R
GBUP115T2M89TP,89,T2 Top,298.0,F,M,E
GBUP115T2M90TP,90,T2 Top,309.0,F,M,L
GBUP115T3M91OT,91,T3 Out,363.0,F,L,E
GBUP115T3M92OT,92,T3 Out,301.0,F,R,R
GBUP115T3M93OT,93,T3 Out,274.0,F,M,L
GBUP115T3M94OT,94,T3 Out,429.0,F,L,L
GBUP115T3M95OT,95,T3 Out,371.0,F,L,E
GBUP115T3M96OT,96,T3 Out,141.0,S,S,L
GBUP115T3M97OT,97,T3 Out,357.0,F,R,R
GBUP115T3M98OT,98,T3 Out,285.0,F,R,R
GBUP115T3M99OT,99,T3 Out,284.0,F,R,R
GBUP115T3M100OT,100,T3 Out,373.0,F,L,L
GBUP115T3M101OT,101,T3 Out,329.0,F,R,R
GBUP115T3M102OT,102,T3 Out,343.0,F,L,E
GBUP115T3M103OT,103,T3 Out,300.0,F,L,E
GBUP115T3M104OT,104,T3 Out,309.0,F,R,R
GBUP115T3M105OT,105,T3 Out,230.0,S,R,R
GBUP115T3M106IN,106,T3 Inside,316.0,F,L,E
GBUP115T3M107IN,107,T3 Inside,306.0,S,L,L
GBUP115T3M108IN,108,T3 Inside,352.0,S,R,R
GBUP115T3M109IN,109,T3 Inside,331.0,F,L,E
GBUP115T3M110IN,110,T3 Inside,360.0,F,L,E
GBUP115T3M111IN,111,T3 Inside,280.0,F,M,L
GBUP115T3M112IN,112,T3 Inside,341.0,F,L,E
GBUP115T3M113IN,113,T3 Inside,366.0,S,L,L
GBUP115T3M114IN,114,T3 Inside,352.0,F,L,E
GBUP115T3M115IN,115,T3 Inside,280.0,S,M,E
GBUP115T3M116IN,116,T3 Inside,315.0,F,R,R
GBUP115T3M117IN,117,T3 Inside,400.0,F,L,E
GBUP115T3M118IN,118,T3 Inside,286.0,F,M,L
GBUP115T3M119IN,119,T3 Inside,280.0,F,M,E
GBUP115T3M120IN,120,T3 Inside,309.0,F,L,E
GBUP115T3M121TP,121,T3 Top,230.0,F,S,L
GBUP115T3M122TP,122,T3 Top,319.0,S,R,R
GBUP115T3M123TP,123,T3 Top,262.0,S,R,R
GBUP115T3M124TP,124,T3 Top,262.0,F,M,L
GBUP115T3M125TP,125,T3 Top,299.0,F,L,E
GBUP115T3M126TP,126,T3 Top,286.0,F,L,E
GBUP115T3M127TP,127,T3 Top,213.0,F,L,L
GBUP115T3M128TP,128,T3 Top,335.0,F,L,E
GBUP115T3M129TP,129,T3 Top,253.0,S,M,E
GBUP115T3M130TP,130,T3 Top,319.0,F,R,R
GBUP115T3M131TP,131,T3 Top,249.0,F,S,L
GBUP115T3M132TP,132,T3 Top,271.0,F,L,E
GBUP115T3M133TP,133,T3 Top,331.0,F,L,L
GBUP115T3M134TP,134,T3 Top,362.0,F,L,L
GBUP115T3M135TP,135,T3 Top,316.0,S,L,E
GBUP121T1M01OT,1,T1 Out,221.0,F,S,L
GBUP121T1M02OT,2,T1 Out,162.0,S,,R
GBUP121T1M03OT,3,T1 Out,163.0,S,,R
GBUP121T1M04OT,4,T1 Out,265.0,S,M,L
GBUP121T1M05OT,5,T1 Out,209.0,S,S,L
GBUP121T1M06OT,6,T1 Out,228.0,S,S,L
GBUP121T1M07OT,7,T1 Out,212.0,S,S,E
GBUP121T1M08OT,8,T1 Out,200.0,S,S,L
GBUP121T1M09OT,9,T1 Out,217.0,S,S,E
GBUP121T1M10OT,10,T1 Out,156.0,F,S,E
GBUP121T1M11OT,11,T1 Out,269.0,S,S,E
GBUP121T1M12OT,12,T1 Out,164.0,F,S,E
GBUP121T1M13OT,13,T1 Out,153.0,S,S,E
GBUP121T1M14OT,14,T1 Out,229.0,S,S,L
GBUP121T1M15OT,15,T1 Out,207.0,F,S,E
GBUP121T1M16IN,16,T1 Inside,250.0,S,S,E
GBUP121T1M17IN,17,T1 Inside,340.0,S,L,E
GBUP121T1M18IN,18,T1 Inside,249.0,F,,R
GBUP121T1M19IN,19,T1 Inside,225.0,S,S,E
GBUP121T1M20IN,20,T1 Inside,202.0,S,S,L
GBUP121T1M21IN,21,T1 Inside,226.0,S,S,E
GBUP121T1M22IN,22,T1 Inside,170.0,S,S,E
GBUP121T1M23IN,23,T1 Inside,296.0,S,M,E
GBUP121T1M24IN,24,T1 Inside,295.0,S,M,E
GBUP121T1M25IN,25,T1 Inside,304.0,S,M,E
GBUP121T1M26IN,26,T1 Inside,228.0,S,S,L
